Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	01_01 Spectral Count	01_02 Spectral Count	02_01 Spectral Count	02_02 Spectral Count	01_01 Unique Spectral Count	01_02 Unique Spectral Count	02_01 Unique Spectral Count	02_02 Unique Spectral Count	01_01 Total Spectral Count	01_02 Total Spectral Count	02_01 Total Spectral Count	02_02 Total Spectral Count	01_01 Intensity	01_02 Intensity	02_01 Intensity	02_02 Intensity	01_01 Unique Intensity	01_02 Unique Intensity	02_01 Unique Intensity	02_02 Unique Intensity	01_01 Total Intensity	01_02 Total Intensity	02_01 Total Intensity	02_02 Total Intensity	01_01 MaxLFQ Intensity	01_02 MaxLFQ Intensity	02_01 MaxLFQ Intensity	02_02 MaxLFQ Intensity	01_01 MaxLFQ Unique Intensity	01_02 MaxLFQ Unique Intensity	02_01 MaxLFQ Unique Intensity	02_02 MaxLFQ Unique Intensity	01_01 MaxLFQ Total Intensity	01_02 MaxLFQ Total Intensity	02_01 MaxLFQ Total Intensity	02_02 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P22897|MRC1_HUMAN	P22897	MRC1_HUMAN	MRC1	1456	13.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Macrophage mannose receptor 1	1.0000	0.9990	9	26	26	26	10	1	5	10	10	1	5	10	10	1	5	10	4705034.5	8881016.0	3701663.5	4555573.5	4705034.5	8881016.0	3701663.5	4555573.5	4705034.5	8881016.0	3701663.5	4555573.5	2337417.5	7183637.5	2727546.5	2346962.2	2337417.5	7183637.5	2727546.5	2346962.2	2337417.5	7183637.5	2727546.5	2346962.2	
sp|P23142|FBLN1_HUMAN	P23142	FBLN1_HUMAN	FBLN1	703	31.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fibulin-1	1.0000	0.9990	14	111	111	111	34	17	27	33	34	17	27	33	34	17	27	33	1.858287E7	4126819.2	9642663.0	5.7217708E7	1.858287E7	4126819.2	9642663.0	5.7217708E7	1.858287E7	4126819.2	9642663.0	5.7217708E7	1.1471581E7	9150424.0	1.0404349E7	1.3739525E7	1.1471581E7	9150424.0	1.0404349E7	1.3739525E7	1.1471581E7	9150424.0	1.0404349E7	1.3739525E7	
sp|P23284|PPIB_HUMAN	P23284	PPIB_HUMAN	PPIB	216	36.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase B	1.0000	0.9990	3	6	6	6	3	1	0	2	3	1	0	2	3	1	0	2	3192624.8	0.0	0.0	2405999.5	3192624.8	0.0	0.0	2405999.5	3192624.8	0.0	0.0	2405999.5	2280747.2	0.0	0.0	1843091.1	2280747.2	0.0	0.0	1843091.1	2280747.2	0.0	0.0	1843091.1	
sp|P23435|CBLN1_HUMAN	P23435	CBLN1_HUMAN	CBLN1	193	30.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cerebellin-1	1.0000	0.9990	4	23	22	23	4	1	7	11	4	1	7	10	4	1	7	11	7831924.5	8089421.0	4.5064672E7	2.18391E7	6652160.0	8089421.0	4.5064672E7	2.0582902E7	7831924.5	8089421.0	4.5064672E7	2.18391E7	1.170574E7	8089421.0	2.0227642E7	2.1322886E7	1.0348458E7	8089421.0	2.0227642E7	2.4119552E7	1.170574E7	8089421.0	2.0227642E7	2.1322886E7	
sp|P23468|PTPRD_HUMAN	P23468	PTPRD_HUMAN	PTPRD	1912	15.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase delta	1.0000	0.9990	13	80	70	80	35	1	20	24	32	1	15	22	35	1	20	24	5.3780492E7	7939877.5	2539335.5	3.4967196E7	2.2505208E7	6386868.5	3909308.0	1.8064E7	5.3780492E7	7939877.5	2539335.5	3.4967196E7	1.4728143E7	6117192.5	5436858.5	1.2736968E7	8999722.0	4265230.0	3511024.0	8049981.5	1.4728143E7	6117192.5	5436858.5	1.2736968E7	
sp|P23470|PTPRG_HUMAN	P23470	PTPRG_HUMAN	PTPRG	1445	11.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase gamma	1.0000	0.9990	5	33	33	33	12	4	3	14	12	4	3	14	12	4	3	14	5.3165656E7	1572699.2	0.0	2.161391E7	5.3165656E7	1572699.2	0.0	2.161391E7	5.3165656E7	1572699.2	0.0	2.161391E7	1.6072269E7	4580071.0	0.0	1.0488471E7	1.6072269E7	4580071.0	0.0	1.0488471E7	1.6072269E7	4580071.0	0.0	1.0488471E7	
sp|P23471|PTPRZ_HUMAN	P23471	PTPRZ_HUMAN	PTPRZ1	2315	15.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase zeta	1.0000	0.9990	17	203	203	203	52	53	35	63	52	53	35	63	52	53	35	63	1.17291696E8	1.58527936E8	1.27008653E9	1.70925184E8	1.17291696E8	1.58527936E8	1.27008653E9	1.70925184E8	1.17291696E8	1.58527936E8	1.27008653E9	1.70925184E8	1.99946848E8	1.92271376E8	1.11738536E8	2.33381968E8	1.99946848E8	1.92271376E8	1.11738536E8	2.33381968E8	1.99946848E8	1.92271376E8	1.11738536E8	2.33381968E8	
sp|P23515|OMGP_HUMAN	P23515	OMGP_HUMAN	OMG	440	20.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Oligodendrocyte-myelin glycoprotein	1.0000	0.9990	8	51	51	51	16	5	15	15	16	5	15	15	16	5	15	15	4.914504E7	9566216.0	3.9132688E7	3.4518172E7	4.914504E7	9566216.0	3.9132688E7	3.4518172E7	4.914504E7	9566216.0	3.9132688E7	3.4518172E7	3.087522E7	7784983.5	1.8760192E7	2.5288824E7	3.087522E7	7784983.5	1.8760192E7	2.5288824E7	3.087522E7	7784983.5	1.8760192E7	2.5288824E7	
sp|P23560|BDNF_HUMAN	P23560	BDNF_HUMAN	BDNF	247	26.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Brain-derived neurotrophic factor	1.0000	0.9990	3	15	15	15	5	0	3	7	5	0	3	7	5	0	3	7	6059894.5	1301810.0	1970559.4	6419225.0	6059894.5	1301810.0	1970559.4	6419225.0	6059894.5	1301810.0	1970559.4	6419225.0	3268369.2	1301810.0	1970559.4	3688767.5	3268369.2	1301810.0	1970559.4	3688767.5	3268369.2	1301810.0	1970559.4	3688767.5	
sp|P23582|ANFC_HUMAN	P23582	ANFC_HUMAN	NPPC	126	27.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	C-type natriuretic peptide	1.0000	0.9990	2	34	34	34	12	6	5	11	12	6	5	11	12	6	5	11	1.56510192E8	6.1988132E7	1991333.8	1.0958128E8	1.56510192E8	6.1988132E7	1991333.8	1.0958128E8	1.56510192E8	6.1988132E7	1991333.8	1.0958128E8	8.3226992E7	3.2640918E7	1059326.4	5.834592E7	8.3226992E7	3.2640918E7	1059326.4	5.834592E7	8.3226992E7	3.2640918E7	1059326.4	5.834592E7	
sp|P24043|LAMA2_HUMAN	P24043	LAMA2_HUMAN	LAMA2	3122	23.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Laminin subunit alpha-2	1.0000	0.9990	21	56	56	56	29	1	8	18	29	1	8	18	29	1	8	18	2.490505E7	1295892.4	2573178.2	9279974.0	2.490505E7	1295892.4	2573178.2	9279974.0	2.490505E7	1295892.4	2573178.2	9279974.0	6529682.5	1735870.5	3192915.5	5675369.5	6529682.5	1735870.5	3192915.5	5675369.5	6529682.5	1735870.5	3192915.5	5675369.5	
sp|P24592|IBP6_HUMAN	P24592	IBP6_HUMAN	IGFBP6	240	55.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 6	1.0000	0.9990	10	114	114	114	31	26	24	33	31	26	24	33	31	26	24	33	1.9431024E8	5.2340936E7	1851789.2	1.64700848E8	1.9431024E8	5.2340936E7	1851789.2	1.64700848E8	1.9431024E8	5.2340936E7	1851789.2	1.64700848E8	7.0188232E7	2.0664834E7	1.5967901E7	4.7865472E7	7.0188232E7	2.0664834E7	1.5967901E7	4.7865472E7	7.0188232E7	2.0664834E7	1.5967901E7	4.7865472E7	
sp|P24593|IBP5_HUMAN	P24593	IBP5_HUMAN	IGFBP5	272	40.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 5	1.0000	0.9990	6	25	25	25	9	1	4	11	9	1	4	11	9	1	4	11	2.2929128E7	0.0	1345842.5	8587618.0	2.2929128E7	0.0	1345842.5	8587618.0	2.2929128E7	0.0	1345842.5	8587618.0	5056940.5	0.0	4775935.5	3724475.2	5056940.5	0.0	4775935.5	3724475.2	5056940.5	0.0	4775935.5	3724475.2	
sp|P24821|TENA_HUMAN	P24821	TENA_HUMAN	TNC	2201	16.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tenascin	1.0000	0.9984	3	7	7	7	3	0	0	4	3	0	0	4	3	0	0	4	2904090.2	1714497.0	0.0	2917221.2	2904090.2	1714497.0	0.0	2917221.2	2904090.2	1714497.0	0.0	2917221.2	1365087.1	1741839.4	0.0	1288784.0	1365087.1	1741839.4	0.0	1288784.0	1365087.1	1741839.4	0.0	1288784.0	
sp|P25189|MYP0_HUMAN	P25189	MYP0_HUMAN	MPZ	248	16.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myelin protein P0	1.0000	0.9989	3	6	6	6	2	1	0	3	2	1	0	3	2	1	0	3	859164.3	0.0	0.0	0.0	859164.3	0.0	0.0	0.0	859164.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P25311|ZA2G_HUMAN	P25311	ZA2G_HUMAN	AZGP1	298	54.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc-alpha-2-glycoprotein	1.0000	0.9990	21	317	317	317	85	59	109	64	85	59	109	64	85	59	109	64	1.25930864E8	1.13193E8	1.686391E7	4.3009792E7	1.25930864E8	1.13193E8	1.686391E7	4.3009792E7	1.25930864E8	1.13193E8	1.686391E7	4.3009792E7	7.2755968E7	1.11702824E8	3.9843144E7	4.153936E7	7.2755968E7	1.11702824E8	3.9843144E7	4.153936E7	7.2755968E7	1.11702824E8	3.9843144E7	4.153936E7	
sp|P25705|ATPA_HUMAN	P25705	ATPA_HUMAN	ATP5F1A	553	10.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP synthase subunit alpha, mitochondrial	1.0000	0.9990	3	8	8	8	1	6	1	0	1	6	1	0	1	6	1	0	965557.3	0.0	0.0	1165301.9	965557.3	0.0	0.0	1165301.9	965557.3	0.0	0.0	1165301.9	965557.3	0.0	0.0	1165301.9	965557.3	0.0	0.0	1165301.9	965557.3	0.0	0.0	1165301.9	
sp|P25713|MT3_HUMAN	P25713	MT3_HUMAN	MT3	68	95.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Metallothionein-3	1.0000	0.9990	4	17	17	17	6	0	6	5	6	0	6	5	6	0	6	5	1948561.2	0.0	890268.75	525439.0	1948561.2	0.0	890268.75	525439.0	1948561.2	0.0	890268.75	525439.0	658200.25	0.0	319986.7	797825.0	658200.25	0.0	319986.7	797825.0	658200.25	0.0	319986.7	797825.0	
sp|P25774|CATS_HUMAN	P25774	CATS_HUMAN	CTSS	331	32.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cathepsin S	1.0000	0.9990	5	18	18	18	6	2	4	6	6	2	4	6	6	2	4	6	6017438.5	3509700.8	862187.75	7664495.5	6017438.5	3509700.8	862187.75	7664495.5	6017438.5	3509700.8	862187.75	7664495.5	3584265.5	2279617.5	766067.6	3774945.5	3584265.5	2279617.5	766067.6	3774945.5	3584265.5	2279617.5	766067.6	3774945.5	
sp|P26038|MOES_HUMAN	P26038	MOES_HUMAN	MSN	577	15.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Moesin	1.0000	0.9984	3	5	5	5	3	0	0	2	3	0	0	2	3	0	0	2	1142055.0	0.0	0.0	82778.31	1142055.0	0.0	0.0	82778.31	1142055.0	0.0	0.0	82778.31	328598.16	0.0	0.0	165142.67	328598.16	0.0	0.0	165142.67	328598.16	0.0	0.0	165142.67	
sp|P26992|CNTFR_HUMAN	P26992	CNTFR_HUMAN	CNTFR	372	10.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ciliary neurotrophic factor receptor subunit alpha	1.0000	0.9990	4	16	16	16	8	0	3	5	8	0	3	5	8	0	3	5	2.016122E7	657085.06	4813847.0	2.4774712E7	2.016122E7	657085.06	4813847.0	2.4774712E7	2.016122E7	657085.06	4813847.0	2.4774712E7	7996037.5	1740313.6	7913584.0	8318813.5	7996037.5	1740313.6	7913584.0	8318813.5	7996037.5	1740313.6	7913584.0	8318813.5	
sp|P27169|PON1_HUMAN	P27169	PON1_HUMAN	PON1	355	23.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serum paraoxonase/arylesterase 1	1.0000	0.9990	5	41	41	41	10	4	20	7	10	4	20	7	10	4	20	7	4.2555936E7	1.1928997E7	1.6219908E7	7.0696224E7	4.2555936E7	1.1928997E7	1.6219908E7	7.0696224E7	4.2555936E7	1.1928997E7	1.6219908E7	7.0696224E7	1.8548442E7	2.8076346E7	1.090829E7	2.743203E7	1.8548442E7	2.8076346E7	1.090829E7	2.743203E7	1.8548442E7	2.8076346E7	1.090829E7	2.743203E7	
sp|P27487|DPP4_HUMAN	P27487	DPP4_HUMAN	DPP4	766	9.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dipeptidyl peptidase 4	1.0000	0.9968	2	4	4	4	2	0	0	2	2	0	0	2	2	0	0	2	1744740.6	0.0	0.0	2331057.0	1744740.6	0.0	0.0	2331057.0	1744740.6	0.0	0.0	2331057.0	890075.94	0.0	0.0	1189931.4	890075.94	0.0	0.0	1189931.4	890075.94	0.0	0.0	1189931.4	
sp|P27797|CALR_HUMAN	P27797	CALR_HUMAN	CALR	417	37.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calreticulin	1.0000	0.9990	7	56	56	56	25	6	3	22	25	6	3	22	25	6	3	22	8.7551496E7	5.5904216E7	5.2869776E7	1.38099408E8	8.7551496E7	5.5904216E7	5.2869776E7	1.38099408E8	8.7551496E7	5.5904216E7	5.2869776E7	1.38099408E8	3.4462156E7	2.2876426E7	9.055624E7	5.4958156E7	3.4462156E7	2.2876426E7	9.055624E7	5.4958156E7	3.4462156E7	2.2876426E7	9.055624E7	5.4958156E7	
sp|P27824|CALX_HUMAN	P27824	CALX_HUMAN	CANX	592	19.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calnexin	1.0000	0.9990	4	15	15	15	8	0	0	7	8	0	0	7	8	0	0	7	3231017.0	0.0	0.0	3006412.2	3231017.0	0.0	0.0	3006412.2	3231017.0	0.0	0.0	3006412.2	1518707.8	0.0	0.0	1398778.2	1518707.8	0.0	0.0	1398778.2	1518707.8	0.0	0.0	1398778.2	
sp|P28072|PSB6_HUMAN	P28072	PSB6_HUMAN	PSMB6	239	8.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome subunit beta type-6	1.0000	0.9990	2	5	5	5	2	0	0	3	2	0	0	3	2	0	0	3	2004133.2	0.0	0.0	2025638.6	2004133.2	0.0	0.0	2025638.6	2004133.2	0.0	0.0	2025638.6	1173007.0	0.0	0.0	1150048.5	1173007.0	0.0	0.0	1150048.5	1173007.0	0.0	0.0	1150048.5	
sp|P28799|GRN_HUMAN	P28799	GRN_HUMAN	GRN	593	22.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Progranulin	1.0000	0.9990	7	26	26	26	10	1	6	9	10	1	6	9	10	1	6	9	1.7171832E7	5275294.5	1536880.9	7286887.5	1.7171832E7	5275294.5	1536880.9	7286887.5	1.7171832E7	5275294.5	1536880.9	7286887.5	1.0778206E7	5275294.5	1536880.9	5317979.5	1.0778206E7	5275294.5	1536880.9	5317979.5	1.0778206E7	5275294.5	1536880.9	5317979.5	
sp|P28827|PTPRM_HUMAN	P28827	PTPRM_HUMAN	PTPRM	1452	12.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase mu	1.0000	0.9990	2	13	13	13	4	0	5	4	4	0	5	4	4	0	5	4	2236236.2	0.0	3883188.5	1812566.5	2236236.2	0.0	3883188.5	1812566.5	2236236.2	0.0	3883188.5	1812566.5	2236236.2	0.0	3883188.5	1812566.5	2236236.2	0.0	3883188.5	1812566.5	2236236.2	0.0	3883188.5	1812566.5	
sp|P28838|AMPL_HUMAN	P28838	AMPL_HUMAN	LAP3	519	18.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytosol aminopeptidase	1.0000	0.9988	3	9	9	9	4	1	0	4	4	1	0	4	4	1	0	4	4300329.0	0.0	0.0	233235.39	4300329.0	0.0	0.0	233235.39	4300329.0	0.0	0.0	233235.39	1503764.4	0.0	0.0	311349.34	1503764.4	0.0	0.0	311349.34	1503764.4	0.0	0.0	311349.34	
sp|P29120|NEC1_HUMAN	P29120	NEC1_HUMAN	PCSK1	753	10.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neuroendocrine convertase 1	1.0000	0.9990	7	43	43	43	12	4	8	19	12	4	8	19	12	4	8	19	3.293399E7	4491246.5	778744.1	3.0280014E7	3.293399E7	4491246.5	778744.1	3.0280014E7	3.293399E7	4491246.5	778744.1	3.0280014E7	9740627.0	8166562.0	6647303.5	1.0311279E7	9740627.0	8166562.0	6647303.5	1.0311279E7	9740627.0	8166562.0	6647303.5	1.0311279E7	
sp|P29218|IMPA1_HUMAN	P29218	IMPA1_HUMAN	IMPA1	277	28.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inositol monophosphatase 1	1.0000	0.9990	4	9	9	9	5	0	1	3	5	0	1	3	5	0	1	3	6872294.5	0.0	407436.47	2143617.8	6872294.5	0.0	407436.47	2143617.8	6872294.5	0.0	407436.47	2143617.8	2311479.0	0.0	780220.0	1535451.6	2311479.0	0.0	780220.0	1535451.6	2311479.0	0.0	780220.0	1535451.6	
sp|P29279|CCN2_HUMAN	P29279	CCN2_HUMAN	CCN2	349	35.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	CCN family member 2	1.0000	0.9990	2	22	22	22	8	4	5	5	8	4	5	5	8	4	5	5	1.9569364E7	5607911.0	1.2045534E7	8732283.0	1.9569364E7	5607911.0	1.2045534E7	8732283.0	1.9569364E7	5607911.0	1.2045534E7	8732283.0	1.3591482E7	4175933.2	1.5143757E7	7329712.5	1.3591482E7	4175933.2	1.5143757E7	7329712.5	1.3591482E7	4175933.2	1.5143757E7	7329712.5	
sp|P29323|EPHB2_HUMAN	P29323	EPHB2_HUMAN	EPHB2	1055	19.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ephrin type-B receptor 2	1.0000	0.9990	6	17	17	17	7	0	3	7	7	0	3	7	7	0	3	7	2977642.5	0.0	1860905.8	3550290.0	2977642.5	0.0	1860905.8	3550290.0	2977642.5	0.0	1860905.8	3550290.0	1933528.1	0.0	1002034.4	2225863.8	1933528.1	0.0	1002034.4	2225863.8	1933528.1	0.0	1002034.4	2225863.8	
sp|P29401|TKT_HUMAN	P29401	TKT_HUMAN	TKT	623	13.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transketolase	1.0000	0.9990	6	13	13	13	7	0	0	6	7	0	0	6	7	0	0	6	7019049.5	0.0	0.0	2013197.8	7019049.5	0.0	0.0	2013197.8	7019049.5	0.0	0.0	2013197.8	2552942.0	0.0	0.0	2465220.2	2552942.0	0.0	0.0	2465220.2	2552942.0	0.0	0.0	2465220.2	
sp|P29622|KAIN_HUMAN	P29622	KAIN_HUMAN	SERPINA4	427	16.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kallistatin	1.0000	0.9990	6	41	41	41	13	4	10	14	13	4	10	14	13	4	10	14	1.9181184E7	5482651.0	1.0434792E7	2.4078386E7	1.9181184E7	5482651.0	1.0434792E7	2.4078386E7	1.9181184E7	5482651.0	1.0434792E7	2.4078386E7	1.3611149E7	3635449.8	5289297.0	1.6752533E7	1.3611149E7	3635449.8	5289297.0	1.6752533E7	1.3611149E7	3635449.8	5289297.0	1.6752533E7	
sp|P29966|MARCS_HUMAN	P29966	MARCS_HUMAN	MARCKS	332	50.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myristoylated alanine-rich C-kinase substrate	1.0000	0.9990	6	29	29	29	9	3	4	13	9	3	4	13	9	3	4	13	2121416.0	2203339.0	865348.3	2704055.5	2121416.0	2203339.0	865348.3	2704055.5	2121416.0	2203339.0	865348.3	2704055.5	1379791.5	2584602.8	461386.9	1758641.6	1379791.5	2584602.8	461386.9	1758641.6	1379791.5	2584602.8	461386.9	1758641.6	
sp|P30038|AL4A1_HUMAN	P30038	AL4A1_HUMAN	ALDH4A1	563	13.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	1.0000	0.9989	2	5	5	5	0	1	4	0	0	1	4	0	0	1	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30086|PEBP1_HUMAN	P30086	PEBP1_HUMAN	PEBP1	187	49.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylethanolamine-binding protein 1	1.0000	0.9990	8	151	151	151	45	25	56	25	45	25	56	25	45	25	56	25	1.4547488E8	3.03823904E8	9057288.0	9.045632E7	1.4547488E8	3.03823904E8	9057288.0	9.045632E7	1.4547488E8	3.03823904E8	9057288.0	9.045632E7	4.2225324E7	2.72509472E8	3.329343E7	5.4162152E7	4.2225324E7	2.72509472E8	3.329343E7	5.4162152E7	4.2225324E7	2.72509472E8	3.329343E7	5.4162152E7	
sp|P30101|PDIA3_HUMAN	P30101	PDIA3_HUMAN	PDIA3	505	28.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein disulfide-isomerase A3	1.0000	0.9990	9	40	40	40	15	5	2	18	15	5	2	18	15	5	2	18	2.8781378E7	2822435.5	984454.0	2.510832E7	2.8781378E7	2822435.5	984454.0	2.510832E7	2.8781378E7	2822435.5	984454.0	2.510832E7	7168982.5	3121359.2	4760716.5	7939214.5	7168982.5	3121359.2	4760716.5	7939214.5	7168982.5	3121359.2	4760716.5	7939214.5	
sp|P30530|UFO_HUMAN	P30530	UFO_HUMAN	AXL	894	11.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine-protein kinase receptor UFO	1.0000	0.9990	2	32	32	32	8	3	7	14	8	3	7	14	8	3	7	14	5607901.5	2.3728318E7	3263100.2	5.0679328E7	5607901.5	2.3728318E7	3263100.2	5.0679328E7	5607901.5	2.3728318E7	3263100.2	5.0679328E7	4359159.0	1.7928832E7	4479639.0	1.4516606E7	4359159.0	1.7928832E7	4479639.0	1.4516606E7	4359159.0	1.7928832E7	4479639.0	1.4516606E7	
sp|P31146|COR1A_HUMAN	P31146	COR1A_HUMAN	CORO1A	461	13.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coronin-1A	1.0000	0.9988	3	9	9	9	3	0	1	5	3	0	1	5	3	0	1	5	2417728.0	0.0	365471.5	2097844.8	2417728.0	0.0	365471.5	2097844.8	2417728.0	0.0	365471.5	2097844.8	1264430.8	0.0	384351.03	1171505.1	1264430.8	0.0	384351.03	1171505.1	1264430.8	0.0	384351.03	1171505.1	
sp|P31150|GDIA_HUMAN	P31150	GDIA_HUMAN	GDI1	447	34.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rab GDP dissociation inhibitor alpha	1.0000	0.9990	11	48	42	48	23	1	9	15	19	1	7	15	23	1	9	15	2.73198E7	6385232.0	2006753.8	1.628846E7	2.0312662E7	4885415.0	1169133.0	9488563.0	2.73198E7	6385232.0	2006753.8	1.628846E7	8856950.0	2900797.2	2433021.8	6073647.0	7189485.0	4512985.5	2073512.9	4812979.0	8856950.0	2900797.2	2433021.8	6073647.0	
sp|P31327|CPSM_HUMAN	P31327	CPSM_HUMAN	CPS1	1500	14.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Carbamoyl-phosphate synthase [ammonia], mitochondrial	1.0000	0.9990	5	77	77	77	0	76	1	0	0	76	1	0	0	76	1	0	0.0	2.4208104E7	0.0	0.0	0.0	2.4208104E7	0.0	0.0	0.0	2.4208104E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P31944|CASPE_HUMAN	P31944	CASPE_HUMAN	CASP14	242	47.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caspase-14	1.0000	0.9990	7	22	22	22	9	0	2	11	9	0	2	11	9	0	2	11	3284145.2	0.0	0.0	4422020.0	3284145.2	0.0	0.0	4422020.0	3284145.2	0.0	0.0	4422020.0	2101056.0	0.0	3073582.2	3070984.5	2101056.0	0.0	3073582.2	3070984.5	2101056.0	0.0	3073582.2	3070984.5	
sp|P31946|1433B_HUMAN	P31946	1433B_HUMAN	YWHAB	246	45.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	14-3-3 protein beta/alpha	1.0000	0.9990	8	11	11	23	5	0	3	3	5	0	3	3	15	2	3	3	4037560.5	0.0	1976624.0	3840823.2	4037560.5	0.0	1976624.0	3840823.2	5490790.5	435940.62	1976624.0	3643236.8	2022284.1	0.0	1074280.8	1744880.2	2022284.1	0.0	1074280.8	1744880.2	3858479.0	846210.1	1891378.6	2835059.2	
sp|P32004|L1CAM_HUMAN	P32004	L1CAM_HUMAN	L1CAM	1257	21.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neural cell adhesion molecule L1	1.0000	0.9990	16	77	77	77	39	3	12	23	39	3	12	23	39	3	12	23	4.429544E7	8443855.0	1.1954406E7	2.5014454E7	4.429544E7	8443855.0	1.1954406E7	2.5014454E7	4.429544E7	8443855.0	1.1954406E7	2.5014454E7	1.5073612E7	9637954.0	1.0858435E7	1.3275366E7	1.5073612E7	9637954.0	1.0858435E7	1.3275366E7	1.5073612E7	9637954.0	1.0858435E7	1.3275366E7	
sp|P32119|PRDX2_HUMAN	P32119	PRDX2_HUMAN	PRDX2	198	25.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peroxiredoxin-2	1.0000	0.9990	6	20	15	20	11	0	1	8	8	0	1	6	11	0	1	8	7447919.5	0.0	1106987.6	7546615.5	5826278.5	0.0	1106987.6	5868795.0	7447919.5	0.0	1106987.6	7546615.5	2534383.2	0.0	3646819.5	2154636.8	2662456.0	0.0	3646819.5	2050991.6	2534383.2	0.0	3646819.5	2154636.8	
sp|P33151|CADH5_HUMAN	P33151	CADH5_HUMAN	CDH5	784	12.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cadherin-5	1.0000	0.9990	7	29	29	29	12	2	4	11	12	2	4	11	12	2	4	11	1.6345557E7	2474482.5	2993074.5	8435591.0	1.6345557E7	2474482.5	2993074.5	8435591.0	1.6345557E7	2474482.5	2993074.5	8435591.0	3655925.5	5208596.5	2969023.8	4418750.5	3655925.5	5208596.5	2969023.8	4418750.5	3655925.5	5208596.5	2969023.8	4418750.5	
